title,link,authors,year
"Institutional isomorphism, environmental management accounting and environmental accountability: a review",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=H-tHD4UAAAAJ&pagesize=100&citation_for_view=H-tHD4UAAAAJ:eQOLeE2rZwMC,"(2) GK Amoako, AM Adam, CL Arthur, G Tackie",2021
Monitoring the levels of biogenic amines in canned fish products marketed in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DOw0zfsAAAAJ&pagesize=100&citation_for_view=DOw0zfsAAAAJ:MXK_kJrjxJIC,"(1) A Weremfo, MK Eduafo, HA Gyimah, S Abassah-Oppong",2020
"Re-examination of risk-return dynamics in international equity markets and the role of policy uncertainty, geopolitical risk and VIX: Evidence using Markov-switching copulas",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:cFHS6HbyZ2cC,"(1) EJA Abakah, AK Tiwar, IP Alagidede, L Gil-Alana",2021
"Institutional isomorphism, environmental management accounting and environmental accountability: a review",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DHXqQUMAAAAJ&pagesize=100&citation_for_view=DHXqQUMAAAAJ:Dem6FJhTUoYC,"(1) GK Amoako, AM Adam, CL Arthur, G Tcakie",2021
A study of the geographic distribution and associated risk factors of leg ulcers within an international cohort of sickle cell disease patients: the CASiRe group analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KlO2SyoAAAAJ&pagesize=100&citation_for_view=KlO2SyoAAAAJ:dhFuZR0502QC,"(1) C Antwi-Boasiako, B Andemariam, R Colombatti, EV Asare, C Strunk, ...",2020
Assessing hotel readiness to offer local cuisines: A clustering approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=kZijaswAAAAJ&pagesize=100&citation_for_view=kZijaswAAAAJ:Tyk-4Ss8FVUC,"(1) A Bondzi-Simpson, JK Ayeh",2019
Implementing artificial intelligence and digital health in resource-limited settings? Top 10 lessons we learned in congenital heart defects and cardiology,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Fb4M2FoAAAAJ&pagesize=100&citation_for_view=Fb4M2FoAAAAJ:KlAtU1dfN6UC,"(1) NE Thomford, CD Bope, FE Agamah, K Dzobo, R Owusu Ateko, ...",2020
Measuring the quality of sexuality education implementation at the school level in low-and middle-income countries,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zcw90nAAAAAJ&pagesize=100&citation_for_view=zcw90nAAAAAJ:OU6Ihb5iCvQC,"(1) SC Keogh, M Stillman, E Leong, K Awusabo-Asare, E Sidze, AS Monzón, ...",2020
Leader effectiveness–the missing link in the relationship between employee voice and engagement,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Omf5QisAAAAJ&pagesize=100&citation_for_view=Omf5QisAAAAJ:_FxGoFyzp5QC,"(1) M Gyensare, R Arthur, E Twumasi, JA Agyapong",2019
Serotonin deficiency increases context-dependent fear learning through modulation of hippocampal activity,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=de82aYoAAAAJ&pagesize=100&citation_for_view=de82aYoAAAAJ:2osOgNQ5qMEC,"(1) J Waider, S Popp, B Mlinar, A Montalbano, F Bonfiglio, B Aboagye, ...",2019
Glucose lowering and pancreato-protective effects of Abrus precatorius (L.) leaf extract in normoglycemic and STZ/Nicotinamide–Induced diabetic rats,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=iRUcGscAAAAJ&pagesize=100&citation_for_view=iRUcGscAAAAJ:eQOLeE2rZwMC,"(4) A Boye, DO Acheampong, EO Gyamerah, EA Asiamah, JK Addo, ...",2020
Cadmium exposure and risk of adverse pregnancy and birth outcomes: a systematic review and dose–response meta-analysis of cohort and cohort-based case–control studies,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=AZNLuScAAAAJ&pagesize=100&citation_for_view=AZNLuScAAAAJ:35N4QoGY0k4C,"(1) AK Amegah, C Sewor, JJK Jaakkola",2021
Calcium-dependent protein kinases in malaria parasite development and infection,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=CITGFxwAAAAJ&pagesize=100&citation_for_view=CITGFxwAAAAJ:UeHWp8X0CEIC,"(2) G Ghartey-Kwansah, Q Yin, Z Li, K Gumpper, Y Sun, R Yang, D Wang, ...",2020
Coastal Zone Changes in West Africa: Challenges and Opportunities for Satellite Earth Observations,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TIC7eWcAAAAJ&pagesize=100&citation_for_view=TIC7eWcAAAAJ:L8Ckcad2t8MC,"(1) R Almar, T Stiegliz, K Appeaning Addo, K Ba, GA Ondoa, EWJ Bergsma, ...",2022
"Beyond nutrients, health effects of entomophagy: a systematic review",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0-0ahpwAAAAJ&pagesize=100&citation_for_view=0-0ahpwAAAAJ:d1gkVwhDpl0C,"(1) J Ayensu, RA Annan, A Edusei, H Lutterodt",2019
Teachers' Professional Development Needs Regarding Inclusive Education in Ghana.,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5w4-vtUAAAAJ&pagesize=100&citation_for_view=5w4-vtUAAAAJ:qjMakFHDy7sC,"(1) M Chitiyo, FK Kumedzro, EM Hughes, S Ahmed",2019
"The effects of energy price, spatial spillover of CO2 emissions, and economic freedom on CO2 emissions in Europe: a spatial econometrics approach",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zocVZFEAAAAJ&pagesize=100&citation_for_view=zocVZFEAAAAJ:_FxGoFyzp5QC,"(1) J Wu, OJ Abban, AD Boadi, O Charles",2022
"Household energy insecurity: dimensions and consequences for women, infants and children in low-and middle-income countries",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=1RmZz2YAAAAJ&pagesize=100&citation_for_view=1RmZz2YAAAAJ:nrtMV_XWKgEC,"(1) GO Boateng, MR Balogun, FO Dada, FA Armah",2020
Environmental Reporting Practices and Performance of Timber Firms in Ghana: Perceptions of Practitioners,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=uoshTu4AAAAJ&pagesize=100&citation_for_view=uoshTu4AAAAJ:WF5omc3nYNoC,"(1) SK Agyei, B Yankey",2019
Birth weight and nutritional status of children under five in sub-Saharan Africa,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:B3FOqHPlNUQC,"(1) RG Aboagye, BO Ahinkorah, AA Seidu, JB Frimpong, AG Archer, C Adu, ...",2022
Relation between religious perspectives and views on sickle cell disease research and associated public health interventions in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=vfGMAwEAAAAJ&pagesize=100&citation_for_view=vfGMAwEAAAAJ:UeHWp8X0CEIC,"(1) JA Dennis‐Antwi, K Ohene‐Frempong, KA Anie, H Dzikunu, VA Agyare, ...",2019
Effectiveness of problem-based learning strategy in improving teaching and learning of mathematics for pre-service teachers in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5W6ARJ8AAAAJ&pagesize=100&citation_for_view=5W6ARJ8AAAAJ:u_35RYKgDlwC,"(1) ES Boye, DD Agyei",2023
Critical thinking skills of nursing students: Observations of classroom instructional activities,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Itlsgw4AAAAJ&pagesize=100&citation_for_view=Itlsgw4AAAAJ:d1gkVwhDpl0C,"(1) CM Boso, AS van der Merwe, J Gross",2020
Assessing future spatio-temporal changes in crop suitability and planting season over West Africa: using the concept of crop-climate departure,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=hoI1ZjkAAAAJ&pagesize=100&citation_for_view=hoI1ZjkAAAAJ:UeHWp8X0CEIC,"(1) TS Egbebiyi, C Lennard, O Crespo, P Mukwenha, S Lawal, K Quagraine",2019
"Availability, accessibility and utilization of post-abortion care in Sub-Saharan Africa: A systematic review",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=bz47NdQAAAAJ&pagesize=100&citation_for_view=bz47NdQAAAAJ:TFP_iSt0sucC,"(1) C Izugbara, FM Wekesah, M Sebany, E Echoka, J Amo-Adjei, W Muga",2020
High-performance solid oxide fuel cells with fiber-based cathodes for low-temperature operation,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Uo2DEEYAAAAJ&pagesize=100&citation_for_view=Uo2DEEYAAAAJ:Tyk-4Ss8FVUC,"(1) J Parbey, Q Wang, J Lei, M Espinoza-Andaluz, F Hao, Y Xiang, T Li, ...",2020
A multi-country analysis of the prevalence and factors associated with bullying victimisation among in-school adolescents in sub-Saharan Africa: evidence from the global school …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:ZHo1McVdvXMC,"(1) RG Aboagye, AA Seidu, JE Hagan, JB Frimpong, E Budu, C Adu, ...",2021
A multi-country cross-sectional study of self-reported sexually transmitted infections among sexually active men in sub-Saharan Africa,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:mB3voiENLucC,"(1) AA Seidu, BO Ahinkorah, LK Dadzie, JK Tetteh, E Agbaglo, J Okyere, ...",2020
Systematic evaluation of C. elegans lincRNAs with CRISPR knockout mutants,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=A4EqSRwAAAAJ&pagesize=100&citation_for_view=A4EqSRwAAAAJ:Se3iqnhoufwC,"(1) S Wei, H Chen, EE Dzakah, B Yu, X Wang, T Fu, J Li, L Liu, S Fang, W Liu, ...",2019
Novel prediction of heavy metal residues in fish using a low‐cost optical electronic tongue system based on colorimetric sensors array,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=v5twoU0AAAAJ&pagesize=100&citation_for_view=v5twoU0AAAAJ:dhFuZR0502QC,"(1) F Han, X Huang, E Teye",2019
Mapping local patterns of childhood overweight and wasting in low-and middle-income countries between 2000 and 2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=AZNLuScAAAAJ&pagesize=100&citation_for_view=AZNLuScAAAAJ:HoB7MX3m0LUC,(2),2020
"Financial technology stocks, green financial assets, and energy markets: A quantile causality and dependence analysis",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:_B80troHkn4C,"(1) AK Tiwari, EJA Abakah, X Shao, TNL Le, MN Gyamfi",2023
"Sustainability of inclusive education in Ghana: teachers’ attitude, perception of resources needed and perception of possible impact on pupils",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=_o6T2s8AAAAJ&pagesize=100&citation_for_view=_o6T2s8AAAAJ:YsMSGLbcyi4C,"(2) I Vanderpuye, GK Obosu, M Nishimuko",2020
"Applications of environmental nanotechnologies in remediation, wastewater treatment, drinking water treatment, and agriculture",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=EBR_FuAAAAAJ&pagesize=100&citation_for_view=EBR_FuAAAAAJ:ULOm3_A8WrAC,"(1) R Kuhn, IM Bryant, R Jensch, J Böllmann",2022
Effect of working capital management on profitability of listed manufacturing companies in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=CaBkHfgAAAAJ&pagesize=100&citation_for_view=CaBkHfgAAAAJ:YsMSGLbcyi4C,"(1) J Akomeah, S Frimpong",2019
Challenges in the management of small-scale marine fisheries conflicts in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=f3TcSyQAAAAJ&pagesize=100&citation_for_view=f3TcSyQAAAAJ:cFHS6HbyZ2cC,"(1) GA Ameyaw, M Tsamenyi, A McIlgorm, DW Aheto",2021
Injury-severity analysis of intercity bus crashes in Ghana: a random parameters multinomial logit with heterogeneity in means and variances approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=l-7m00gAAAAJ&pagesize=100&citation_for_view=l-7m00gAAAAJ:YOwf2qJgpHMC,"(1) J Damsere-Derry, EK Adanu, TK Ojo, EF Sam",2021
Occupational dose and radiation protection practice in uae: a retrospective cross-sectional cohort study (2002–2016),https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=oFmO8aQAAAAJ&pagesize=100&citation_for_view=oFmO8aQAAAAJ:zYLM7Y9cAGgC,"(1) W Elshami, M Abuzaid, AD Piersson, O Mira, M AbdelHamid, X Zheng, ...",2019
Altered bioavailability of nitric oxide and L-arginine is a key determinant of endothelial dysfunction in preeclampsia,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=7akRmcoAAAAJ&pagesize=100&citation_for_view=7akRmcoAAAAJ:Mojj43d5GZwC,"(1) W Tashie, LA Fondjo, WKBA Owiredu, RKD Ephraim, L Asare, ...",2020
The effectiveness of dipstick for the detection of urinary tract infection,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TPxUvSEAAAAJ&pagesize=100&citation_for_view=TPxUvSEAAAAJ:J-pR_7NvFogC,"(1) I Dadzie, E Quansah, M Puopelle Dakorah, V Abiade, E Takyi-Amuah, ...",2019
The influence of Public University library service quality and library Brand image on user loyalty,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5picmrwAAAAJ&pagesize=100&citation_for_view=5picmrwAAAAJ:UebtZRa9Y70C,"(3) KK Twum, AA Yalley, GKQ Agyapong, D Ofori",2021
Towards a sustainable food production: modelling the impacts of climate change on maize and soybean production in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xpf2j0cAAAAJ&pagesize=100&citation_for_view=xpf2j0cAAAAJ:gVv57TyPmFsC,"(1) EB Ntiamoah, D Li, I Appiah-Otoo, MA Twumasi, EN Yeboah",2022
Grand Challenges in global eye health: a global prioritisation process using Delphi method,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=nb-C5C4AAAAJ&pagesize=100&citation_for_view=nb-C5C4AAAAJ:JQOojiI6XY0C,"(1) J Ramke, JR Evans, E Habtamu, N Mwangi, JC Silva, BK Swenor, ...",2022
Determination of Calorific Values of Coconut Shells and Coconut Husks,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Q8PD_NsAAAAJ&pagesize=100&citation_for_view=Q8PD_NsAAAAJ:HE397vMXCloC,"(1) G Amoako, P Mensah-Amoah",2019
West African summer monsoon precipitation variability as represented by reanalysis datasets,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=hoI1ZjkAAAAJ&pagesize=100&citation_for_view=hoI1ZjkAAAAJ:Y0pCki6q_DkC,"(1) KA Quagraine, F Nkrumah, C Klein, NAB Klutse, KT Quagraine",2020
Justification of physical intimate partner violence among men in sub-Saharan Africa: a multinational analysis of demographic and health survey data,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ezJviOEAAAAJ&pagesize=100&citation_for_view=ezJviOEAAAAJ:q-HalDI95KYC,"(1) EKM Darteh, KS Dickson, SD Rominski, CA Moyer",2021
"Fertilizer produced from abattoir waste can contribute to phosphorus sustainability, and biofortify crops with minerals",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=WUHO500AAAAJ&pagesize=100&citation_for_view=WUHO500AAAAJ:J_g5lzvAfSwC,"(1) T Darch, RM Dunn, A Guy, JMB Hawkins, M Ash, KA Frimpong, ...",2019
Relationship between COVID-19 related knowledge and anxiety among university students: Exploring the moderating roles of school climate and coping strategies,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:XiSMed-E-HIC,"(1) F Quansah, JE Hagan Jr, F Ankomah, M Srem-Sai, JB Frimpong, ...",2022
Identity resources and mathematics teaching identity: An exploratory study,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Ta1l_YMAAAAJ&pagesize=100&citation_for_view=Ta1l_YMAAAAJ:roLk4NBRz8UC,"(1) FD Ntow, J Adler",2019
The hydroxyl moiety on carbon one (C1) in the monoterpene nucleus of thymol is indispensable for anti-bacterial effect of thymol,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=A6-tbbQAAAAJ&pagesize=100&citation_for_view=A6-tbbQAAAAJ:L8Ckcad2t8MC,"(3) A Boye, JK Addo, DO Acheampong, AK Thomford, E Asante, ...",2020
The hydroxyl moiety on carbon one (C1) in the monoterpene nucleus of thymol is indispensable for anti-bacterial effect of thymol,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qO4K5nUAAAAJ&pagesize=100&citation_for_view=qO4K5nUAAAAJ:QIV2ME_5wuYC,"(1) DNK Alex Boye,Justice Kwaku Addo,Desmond Omane Acheampong,Ama KyeraaThomford ...",2020
Integration of social media for smart pedagogy: initial perceptions of senior high school students in Ghana.,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=88EPn7cAAAAJ&pagesize=100&citation_for_view=88EPn7cAAAAJ:5qfkUJPXOUwC,"(1) KA Barfi, B Bervell, V Arkorful",2021
Identifying key contributing root system traits to genetic diversity in field-grown cowpea (Vigna unguiculata L. Walp.) genotypes,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=2_AAYcAAAAAJ&pagesize=100&citation_for_view=2_AAYcAAAAAJ:W7OEmFMy1HYC,"(5) MO Adu, PA Asare, DO Yawson, DK Dzidzienyo, D Nyadanu, ...",2019
Impacts of climate change and mitigation policies on malt barley supplies and associated virtual water flows in the UK,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pBKPf6QAAAAJ&pagesize=100&citation_for_view=pBKPf6QAAAAJ:O0nohqN1r9EC,"(2) DO Yawson, MO Adu, FA Armah",2020
Achieving research impact in tourism: Modelling and evaluating outcomes from the UKs Research Excellence Framework,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=IHgA2pwAAAAJ&pagesize=100&citation_for_view=IHgA2pwAAAAJ:d1gkVwhDpl0C,"(1) P Phillips, A., S Page, J., J Sebu",2020
The outbreak of COVID-19 and stock market liquidity: Evidence from emerging and developed equity markets,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:4fKUyHm3Qg0C,"(1) AK Tiwari, EJA Abakah, NK Karikari, LA Gil-Alana",2022
The effects of public sentiments and feelings on stock market behavior: Evidence from Australia,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:b0M2c_1WBrUC,"(1) AK Tiwari, EJA Abakah, CO Bonsu, NK Karikari, S Hammoudeh",2022
